"No.","Time","Source","Destination","Protocol","Length","Info"
"795","243.380116","192.168.230.113","224.0.0.118","UDP","279","5240  >  5240 Len=237"
"796","243.380661","fe80::a2b3:ccff:feff:eb63","ff02::15a","UDP","283","5240  >  5240 Len=221"
"797","243.442075","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"798","243.446331","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"799","243.995999","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"800","244.364909","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"801","244.996330","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"802","245.995749","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"803","246.366569","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"804","246.995916","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"805","247.996098","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"806","248.104422","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"807","248.369345","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"808","248.996259","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"809","249.122044","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"810","249.996444","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"811","250.162005","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"812","250.372166","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"813","250.996523","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"814","251.202136","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"815","251.996432","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"816","252.242014","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"817","252.371573","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"818","252.557653","192.168.230.151","192.168.230.255","UDP","86","57621  >  57621 Len=44"
"819","252.996308","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"820","253.281994","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"821","253.445616","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"822","253.996041","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"823","254.374615","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"824","254.996443","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"825","255.996578","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"826","256.373876","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"827","256.995415","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"828","257.520303","fe80::14bf:bd26:21d3:4234","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"829","257.522467","192.168.230.126","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"830","257.523002","fe80::14bf:bd26:21d3:4234","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"831","257.525540","fe80::14bf:bd26:21d3:4234","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"832","257.526936","fe80::14bf:bd26:21d3:4234","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"833","257.529054","fe80::14bf:bd26:21d3:4234","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"834","257.531993","fe80::14bf:bd26:21d3:4234","ff02::1:3","LLMNR","90","Standard query 0x2ac5 ANY CSRL-PC-05"
"835","257.532036","192.168.230.126","224.0.0.252","LLMNR","70","Standard query 0x2ac5 ANY CSRL-PC-05"
"836","257.942100","fe80::14bf:bd26:21d3:4234","ff02::1:3","LLMNR","90","Standard query 0x2ac5 ANY CSRL-PC-05"
"837","257.942102","192.168.230.126","224.0.0.252","LLMNR","70","Standard query 0x2ac5 ANY CSRL-PC-05"
"838","257.995471","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"839","258.021963","fe80::14bf:bd26:21d3:4234","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"840","258.104970","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"841","258.376697","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"842","258.732853","192.168.230.103","13.89.190.129","TLSv1.2","127","Application Data"
"843","258.787771","13.89.190.129","192.168.230.103","TLSv1.2","179","Application Data"
"844","258.841818","192.168.230.103","13.89.190.129","TCP","54","32194  >  443 [ACK] Seq=1782 Ack=1215 Win=254 Len=0"
"845","258.996054","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"846","259.086608","13.89.190.129","192.168.230.103","TLSv1.2","179","[TCP Spurious Retransmission] , Application Data"
"847","259.086672","192.168.230.103","13.89.190.129","TCP","66","[TCP Dup ACK 844#1] 32194  >  443 [ACK] Seq=1782 Ack=1215 Win=254 Len=0 SLE=1090 SRE=1215"
"848","259.121928","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"849","259.996294","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"850","260.161889","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"851","260.379517","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"852","260.521895","192.168.230.126","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"853","260.995806","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"854","261.202035","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"855","261.995743","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"856","262.241909","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"857","262.379015","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"858","262.995729","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"859","263.281905","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"860","263.466569","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"861","263.522049","192.168.230.126","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"862","263.733256","IntelCor_69:0c:da","Dell_17:12:ba","ARP","42","Who has 192.168.230.1? Tell 192.168.230.103"
"863","263.733529","Dell_17:12:ba","IntelCor_69:0c:da","ARP","60","192.168.230.1 is at 14:18:77:17:12:ba"
"864","263.995278","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"865","264.322206","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"866","264.381738","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"867","264.995992","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"868","265.361845","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"869","265.995976","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"870","266.381061","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"871","266.401837","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"872","266.523976","192.168.230.126","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"873","266.995547","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"874","267.442178","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"875","267.996071","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"876","268.383923","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"877","268.481821","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"878","268.995682","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"879","269.521846","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"880","269.524258","192.168.230.126","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"881","269.995026","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"882","270.383373","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"883","270.562226","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"884","270.995610","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"885","271.601828","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"886","271.995259","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"887","272.386137","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"888","272.524378","192.168.230.126","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"889","272.641822","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"890","272.995938","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"891","273.305341","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"892","273.415330","192.168.230.113","224.0.0.118","UDP","279","5240  >  5240 Len=237"
"893","273.415706","fe80::a2b3:ccff:feff:eb63","ff02::15a","UDP","283","5240  >  5240 Len=221"
"894","273.466251","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"895","273.995712","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"896","274.305528","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"897","274.385607","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"898","274.995241","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"899","275.305661","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"900","275.994846","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"901","276.163248","192.168.199.211","224.0.0.1","IGMPv2","60","Membership Query, general"
"902","276.225445","192.168.230.103","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"903","276.306424","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"904","276.388431","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"905","276.995445","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"906","277.104612","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"907","277.448368","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
"908","277.553668","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"909","277.563552","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"910","277.564096","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"911","277.564096","fe80::48c1:8a6f:d51b:ac7c","ff02::1:3","LLMNR","84","Standard query 0xa13e ANY slay"
"912","277.564274","192.168.230.151","224.0.0.252","LLMNR","64","Standard query 0xa13e ANY slay"
"913","277.566256","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"914","277.627274","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"915","277.974112","fe80::48c1:8a6f:d51b:ac7c","ff02::1:3","LLMNR","84","Standard query 0xa13e ANY slay"
"916","277.974114","192.168.230.151","224.0.0.252","LLMNR","64","Standard query 0xa13e ANY slay"
"917","277.995664","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"918","278.161711","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"919","278.391180","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"920","278.449610","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
"921","278.995392","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"922","279.201653","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"923","279.450863","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
"924","279.995548","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"925","280.229908","192.168.230.103","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"926","280.241866","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"927","280.390773","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"928","280.452010","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
"929","280.638781","192.168.230.103","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"930","280.638829","192.168.230.108","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"931","280.639100","fe80::f447:dd7:b3d5:4f85","ff02::1:3","LLMNR","84","Standard query 0x2dff A wpad"
"932","280.639110","fe80::b02e:2e52:5614:a3a0","ff02::1:3","LLMNR","84","Standard query 0x2dff A wpad"
"933","280.639110","192.168.230.108","224.0.0.252","LLMNR","64","Standard query 0x2dff A wpad"
"934","280.639251","192.168.230.103","224.0.0.252","LLMNR","64","Standard query 0x2dff A wpad"
"935","280.926182","Cisco_eb:9c:98","CDP/VTP/DTP/PAgP/UDLD","CDP","506","Device ID: csrl-labsw-1.csrl.local  Port ID: GigabitEthernet1/0/24  "
"936","280.995442","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"937","281.057263","fe80::b02e:2e52:5614:a3a0","ff02::1:3","LLMNR","84","Standard query 0x2dff A wpad"
"938","281.057264","192.168.230.108","224.0.0.252","LLMNR","64","Standard query 0x2dff A wpad"
"939","281.057278","fe80::f447:dd7:b3d5:4f85","ff02::1:3","LLMNR","84","Standard query 0x2dff A wpad"
"940","281.057323","192.168.230.103","224.0.0.252","LLMNR","64","Standard query 0x2dff A wpad"
"941","281.281687","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"942","281.385817","192.168.230.103","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"943","281.385907","192.168.230.108","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"944","281.653508","192.168.230.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"945","281.653547","192.168.230.108","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"946","281.995510","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"947","282.151369","192.168.230.103","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"948","282.151432","192.168.230.108","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"949","282.229389","192.168.230.103","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"950","282.321660","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"951","282.393463","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"952","282.559229","192.168.230.151","192.168.230.255","UDP","86","57621  >  57621 Len=44"
"953","282.666757","192.168.230.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"954","282.666793","192.168.230.108","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"955","282.995120","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"956","283.469955","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"957","283.681956","192.168.230.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"958","283.681956","192.168.230.108","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"959","283.995198","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"960","284.392836","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"961","284.682508","192.168.230.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"962","284.682511","192.168.230.108","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"963","284.994405","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"964","285.994794","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"965","286.395622","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"966","286.995602","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"967","287.104001","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"968","287.994925","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"969","288.161642","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"970","288.395086","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"971","288.995129","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"972","289.201586","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"973","289.994972","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"974","290.241737","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"975","290.406003","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"976","290.994999","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"977","291.281553","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"978","291.994807","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"979","292.321609","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"980","292.407771","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"981","292.994515","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"982","293.470495","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"983","293.647282","Dell_17:12:ba","Raspberr_76:16:f1","ARP","60","192.168.230.1 is at 14:18:77:17:12:ba"
"984","293.994346","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"985","294.407105","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"986","294.567032","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"987","294.577643","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"988","294.578195","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"989","294.578438","fe80::48c1:8a6f:d51b:ac7c","ff02::1:3","LLMNR","84","Standard query 0x4614 ANY slay"
"990","294.578438","192.168.230.151","224.0.0.252","LLMNR","64","Standard query 0x4614 ANY slay"
"991","294.578573","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"992","294.627442","fe80::48c1:8a6f:d51b:ac7c","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"993","294.988849","fe80::48c1:8a6f:d51b:ac7c","ff02::1:3","LLMNR","84","Standard query 0x4614 ANY slay"
"994","294.988850","192.168.230.151","224.0.0.252","LLMNR","64","Standard query 0x4614 ANY slay"
"995","294.994696","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"996","295.994858","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"997","296.409926","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"998","296.994802","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"999","297.103074","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1000","297.994072","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"1001","298.161520","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1002","298.409481","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"1003","298.994495","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"1004","299.201437","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1005","299.454059","192.168.230.103","192.168.196.52","DNS","75","Standard query 0x207a A www.allerin.com"
"1006","299.487137","192.168.196.52","192.168.230.103","DNS","107","Standard query response 0x207a A www.allerin.com A 104.27.142.111 A 104.27.143.111"
"1007","299.994622","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"1008","300.241594","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1009","300.412141","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"1010","300.994423","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"1011","301.281452","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1012","301.994380","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"1013","302.321481","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1014","302.411879","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"1015","302.994931","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"1016","303.361920","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1017","303.378326","192.168.230.113","224.0.0.118","UDP","279","5240  >  5240 Len=237"
"1018","303.378822","fe80::a2b3:ccff:feff:eb63","ff02::15a","UDP","283","5240  >  5240 Len=221"
"1019","303.470675","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"1020","303.994326","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"1021","304.231822","IntelCor_69:0c:da","Dell_17:12:ba","ARP","42","Who has 192.168.230.1? Tell 192.168.230.103"
"1022","304.232119","Dell_17:12:ba","IntelCor_69:0c:da","ARP","60","192.168.230.1 is at 14:18:77:17:12:ba"
"1023","304.401500","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1024","304.414367","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"1025","304.994798","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"1026","305.276991","192.168.230.103","192.168.196.52","DNS","72","Standard query 0x8fbd A www.catb.org"
"1027","305.332057","192.168.196.52","192.168.230.103","DNS","88","Standard query response 0x8fbd A www.catb.org A 152.19.134.41"
"1028","305.441459","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1029","305.582768","192.168.230.103","192.168.196.52","DNS","68","Standard query 0x1fb0 A catb.org"
"1030","305.582769","192.168.230.103","192.168.196.52","DNS","69","Standard query 0xc3a2 A cruel.org"
"1031","305.582769","192.168.230.103","192.168.196.52","DNS","72","Standard query 0x6d60 A ashiyane.org"
"1032","305.608433","192.168.196.52","192.168.230.103","DNS","104","Standard query response 0x6d60 A ashiyane.org A 104.31.3.185 A 104.31.2.185"
"1033","305.623349","192.168.196.52","192.168.230.103","DNS","84","Standard query response 0x1fb0 A catb.org A 152.19.134.41"
"1034","305.633733","192.168.230.103","192.168.196.52","DNS","68","Standard query 0xfbed A dmoz.org"
"1035","305.647807","192.168.230.103","192.168.196.52","DNS","74","Standard query 0xfc83 A garaj.xhost.ro"
"1036","305.661466","192.168.196.52","192.168.230.103","DNS","148","Standard query response 0xfbed A dmoz.org A 64.12.89.186 A 149.174.107.97 A 207.200.74.38 A 149.174.110.102 A 64.12.79.57"
"1037","305.686797","192.168.230.103","192.168.196.52","DNS","77","Standard query 0x9fd1 A he.wikisource.org"
"1038","305.724007","192.168.196.52","192.168.230.103","DNS","93","Standard query response 0x9fd1 A he.wikisource.org A 198.35.26.96"
