"No.","Time","Source","Destination","Protocol","Length","Info"
"320","89.995232","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"321","90.217439","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"322","90.629954","192.168.230.103","13.89.190.129","TLSv1.2","1242","Application Data"
"323","90.685976","52.165.231.192","192.168.230.103","TLSv1.2","187","Application Data"
"324","90.687101","13.89.190.129","192.168.230.103","TLSv1.2","245","Application Data"
"325","90.688091","192.168.230.103","13.89.190.129","TLSv1.2","284","Application Data"
"326","90.743288","13.89.190.129","192.168.230.103","TLSv1.2","454","Application Data"
"327","90.783962","192.168.230.103","13.89.190.129","TCP","54","32194  >  443 [ACK] Seq=1563 Ack=840 Win=255 Len=0"
"328","90.992333","52.165.231.192","192.168.230.103","TCP","187","[TCP Retransmission] 443  >  1031 [PSH, ACK] Seq=1 Ack=1 Win=8192 Len=133"
"329","90.995710","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"330","91.105650","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"331","91.304907","52.165.231.192","192.168.230.103","TCP","187","[TCP Retransmission] 443  >  1031 [PSH, ACK] Seq=1 Ack=1 Win=8192 Len=133"
"332","91.914384","52.165.231.192","192.168.230.103","TCP","187","[TCP Retransmission] 443  >  1031 [PSH, ACK] Seq=1 Ack=1 Win=8192 Len=133"
"333","91.996432","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"334","92.163696","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"335","92.216507","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"336","92.641046","192.168.230.112","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"337","92.995581","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"338","93.117585","52.165.231.192","192.168.230.103","TCP","187","[TCP Retransmission] 443  >  1031 [PSH, ACK] Seq=1 Ack=1 Win=8192 Len=133"
"339","93.203653","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"340","93.383537","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"341","93.425500","192.168.230.113","224.0.0.118","UDP","279","5240  >  5240 Len=237"
"342","93.425949","fe80::a2b3:ccff:feff:eb63","ff02::15a","UDP","283","5240  >  5240 Len=221"
"343","93.641946","192.168.230.112","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"344","94.000061","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"345","94.219301","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"346","94.243817","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"347","94.994250","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"348","95.283690","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"349","95.523830","52.165.231.192","192.168.230.103","TCP","187","[TCP Retransmission] 443  >  1031 [PSH, ACK] Seq=1 Ack=1 Win=8192 Len=133"
"350","95.997672","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"351","96.079020","192.168.199.211","224.0.0.1","IGMPv2","60","Membership Query, general"
"352","96.218667","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"353","96.323698","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"354","96.999478","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"355","98.001320","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"356","98.221498","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"357","98.994286","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"358","99.091627","192.168.230.126","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"359","99.233222","192.168.230.103","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"360","99.643093","192.168.230.112","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"361","99.726104","192.168.230.103","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"362","99.997449","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"363","100.035046","192.168.230.129","192.168.230.255","BROWSER","222","Become Backup Browser"
"364","100.091877","192.168.230.126","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"365","100.221141","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"366","100.336724","52.165.231.192","192.168.230.103","TCP","187","[TCP Retransmission] 443  >  1031 [PSH, ACK] Seq=1 Ack=1 Win=8192 Len=133"
"367","100.644063","192.168.230.112","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"368","100.989625","192.168.230.151","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"369","100.995718","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"370","101.091914","192.168.230.126","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"371","101.105912","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"372","102.001042","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"373","102.092680","192.168.230.126","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"374","102.163645","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"375","102.223844","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"376","102.455124","192.168.230.151","192.168.230.255","UDP","86","57621  >  57621 Len=44"
"377","102.506938","192.168.230.139","224.0.0.251","MDNS","114","Standard query 0x0000 SRV HP LaserJet 500 color M551 [E9E904]._privet._tcp.local, ""QM"" question"
"378","102.507300","fe80::f639:5fa4:baed:a9c0","ff02::fb","MDNS","134","Standard query 0x0000 SRV HP LaserJet 500 color M551 [E9E904]._privet._tcp.local, ""QM"" question"
"379","102.508060","192.168.230.136","224.0.0.251","MDNS","114","Standard query 0x0000 SRV HP LaserJet 500 color M551 [E9E904]._privet._tcp.local, ""QM"" question"
"380","102.508253","fe80::fe66:9c07:d4c0:e690","ff02::fb","MDNS","134","Standard query 0x0000 SRV HP LaserJet 500 color M551 [E9E904]._privet._tcp.local, ""QM"" question"
"381","102.509959","192.168.230.10","224.0.0.251","MDNS","224","Standard query response 0x0000 SRV, cache flush 0 0 80 CSRL-CTB75.local A, cache flush 192.168.230.10 AAAA, cache flush fe80::8a51:fbff:fee9:e904 NSEC, cache flush CSRL-CTB75.local NSEC, cache flush HP LaserJet 500 color M551 [E9E904]._privet._tcp.local"
"382","102.510636","fe80::8a51:fbff:fee9:e904","ff02::fb","MDNS","244","Standard query response 0x0000 SRV, cache flush 0 0 80 CSRL-CTB75.local A, cache flush 192.168.230.10 AAAA, cache flush fe80::8a51:fbff:fee9:e904 NSEC, cache flush CSRL-CTB75.local NSEC, cache flush HP LaserJet 500 color M551 [E9E904]._privet._tcp.local"
"383","102.999318","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"384","103.203588","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"385","103.384438","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"386","103.999730","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"387","104.226626","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"388","104.233276","192.168.230.103","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"389","104.243726","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"390","105.000743","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"391","105.283575","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"392","105.995591","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"393","106.225990","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"394","106.323588","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"395","106.645067","192.168.230.112","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"396","106.996433","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"397","107.363915","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"398","107.646163","192.168.230.112","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"399","107.995472","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"400","108.228885","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"401","108.403553","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"402","108.995323","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"403","109.443530","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"404","109.946033","52.165.231.192","192.168.230.103","TCP","60","443  >  1031 [RST, ACK] Seq=134 Ack=1 Win=0 Len=0"
"405","109.995121","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"406","110.228211","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"407","110.483883","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"408","110.996780","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"409","111.523509","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"410","111.996194","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"411","112.239210","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"412","112.563520","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"413","112.999584","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"414","113.384851","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"415","113.603709","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"416","113.995759","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"417","114.238620","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"418","114.643487","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"419","114.999740","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"420","115.683457","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"421","115.995072","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"422","116.240245","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"423","116.995842","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"424","117.997235","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"425","118.243135","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"426","118.994833","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"427","119.022819","fe80::8a51:fbff:fee9:e904","ff02::1:2","DHCPv6","147","Solicit XID: 0x4dcf CID: 00020000000b8851fbe9e904 "
"428","119.995578","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"429","120.105497","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"430","120.242520","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"431","120.995115","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"432","121.123359","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"433","121.994617","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"434","122.163342","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"435","122.168376","Cisco_eb:9c:98","CDP/VTP/DTP/PAgP/UDLD","CDP","506","Device ID: csrl-labsw-1.csrl.local  Port ID: GigabitEthernet1/0/24  "
"436","122.213527","192.168.230.108","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"437","122.213550","192.168.230.103","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"438","122.213835","fe80::b02e:2e52:5614:a3a0","ff02::1:3","LLMNR","84","Standard query 0xacc1 A wpad"
"439","122.213961","fe80::f447:dd7:b3d5:4f85","ff02::1:3","LLMNR","84","Standard query 0xacc1 A wpad"
"440","122.213965","192.168.230.108","224.0.0.252","LLMNR","64","Standard query 0xacc1 A wpad"
"441","122.214038","192.168.230.103","224.0.0.252","LLMNR","64","Standard query 0xacc1 A wpad"
"442","122.245267","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"443","122.624494","fe80::b02e:2e52:5614:a3a0","ff02::1:3","LLMNR","84","Standard query 0xacc1 A wpad"
"444","122.624619","fe80::f447:dd7:b3d5:4f85","ff02::1:3","LLMNR","84","Standard query 0xacc1 A wpad"
"445","122.624666","192.168.230.103","224.0.0.252","LLMNR","64","Standard query 0xacc1 A wpad"
"446","122.624673","192.168.230.108","224.0.0.252","LLMNR","64","Standard query 0xacc1 A wpad"
"447","122.963637","192.168.230.103","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"448","122.963713","192.168.230.108","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"449","122.995235","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"450","123.203491","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"451","123.382829","192.168.230.113","224.0.0.118","UDP","279","5240  >  5240 Len=237"
"452","123.383269","fe80::a2b3:ccff:feff:eb63","ff02::15a","UDP","283","5240  >  5240 Len=221"
"453","123.384848","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"454","123.720693","192.168.230.103","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"455","123.720695","192.168.230.108","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"456","123.996334","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"457","124.243340","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"458","124.244734","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"459","124.994779","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"460","125.283342","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"461","125.994066","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"462","126.247537","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"463","126.323752","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"464","126.997147","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"465","127.363287","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"466","127.995622","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"467","128.247086","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"468","128.403350","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"469","128.994704","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"470","129.443576","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"471","129.995674","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"472","130.249772","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"473","130.483319","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"474","130.997193","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"475","131.507438","192.168.230.103","192.168.196.52","DNS","75","Standard query 0x7aac A help.github.com"
"476","131.508505","192.168.196.52","192.168.230.103","DNS","126","Standard query response 0x7aac A help.github.com CNAME github.map.fastly.net A 151.101.40.133"
"477","131.523296","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"478","131.993870","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"479","132.249239","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"480","132.456461","192.168.230.151","192.168.230.255","UDP","86","57621  >  57621 Len=44"
"481","132.993955","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"482","133.385131","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"483","133.997975","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"484","134.251944","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"485","134.994627","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"486","135.996846","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"487","136.105833","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"488","136.236294","IntelCor_69:0c:da","Dell_17:12:ba","ARP","42","Who has 192.168.230.1? Tell 192.168.230.103"
"489","136.236531","Dell_17:12:ba","IntelCor_69:0c:da","ARP","60","192.168.230.1 is at 14:18:77:17:12:ba"
"490","136.254863","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"491","136.993502","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"492","137.123170","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"493","137.632904","192.168.230.103","192.168.196.52","DNS","74","Standard query 0xe95c A docs.scipy.org"
"494","137.632904","192.168.230.103","192.168.196.52","DNS","75","Standard query 0x41c6 A docs.python.org"
"495","137.634045","192.168.196.52","192.168.230.103","DNS","126","Standard query response 0x41c6 A docs.python.org CNAME python.map.fastly.net A 151.101.40.223"
"496","137.634849","192.168.196.52","192.168.230.103","DNS","90","Standard query response 0xe95c A docs.scipy.org A 50.17.248.72"
"497","137.994465","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"498","138.163191","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"499","138.254393","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"500","138.720600","192.168.230.103","13.89.190.129","TLSv1.2","127","Application Data"
"501","138.777668","13.89.190.129","192.168.230.103","TLSv1.2","179","Application Data"
"502","138.818350","192.168.230.103","13.89.190.129","TCP","54","32194  >  443 [ACK] Seq=1636 Ack=965 Win=255 Len=0"
"503","138.995858","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"504","139.203307","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"505","139.992820","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"506","140.243219","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"507","140.257028","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"508","140.993863","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"509","141.283223","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"510","141.993694","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"511","142.256620","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"512","142.323528","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"513","142.994048","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"514","143.290432","192.168.230.129","192.168.230.255","BROWSER","222","Become Backup Browser"
"515","143.363166","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"516","143.414912","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"517","143.993502","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"518","144.259375","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"519","144.403201","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"520","144.996634","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"521","145.997616","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"522","146.258670","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"523","146.996462","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"524","147.994249","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"525","148.261500","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"526","148.996262","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"527","149.105034","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"528","149.992801","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"529","150.163111","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"530","150.264399","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"531","150.992688","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"532","151.203039","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"533","151.996356","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"534","152.243232","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"535","152.263795","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"536","152.996188","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"537","153.283106","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"538","153.305493","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"539","153.413750","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"540","153.424382","192.168.230.113","224.0.0.118","UDP","279","5240  >  5240 Len=237"
"541","153.424811","fe80::a2b3:ccff:feff:eb63","ff02::15a","UDP","283","5240  >  5240 Len=221"
"542","153.996631","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"543","154.266595","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"544","154.305863","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"545","154.323059","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"546","154.992339","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"547","155.305943","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"548","155.993768","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"549","156.112965","192.168.199.211","224.0.0.1","IGMPv2","60","Membership Query, general"
"550","156.265961","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"551","156.306671","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"552","156.735271","192.168.230.103","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"553","156.992098","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"554","157.235287","192.168.230.103","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"555","157.448238","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
"556","157.998097","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"557","158.268708","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"558","158.449441","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
